Model Year,Division,Carline,Fuel Usage Desc - Conventional Fuel,Fuel Unit - Conventional Fuel,Fuel Unit Desc - Conventional Fuel,City FE (Guide) - Conventional Fuel,Hwy FE (Guide) - Conventional Fuel,Comb FE (Guide) - Conventional Fuel,City Unadj FE - Conventional Fuel,Hwy Unadj FE - Conventional Fuel,Comb Unadj FE - Conventional Fuel
2023,GMC,SIERRA 4WD,"Diesel, ultra low sulfur (15 ppm, maximum)",MPG,miles per gallon,22,27,24,28.9232,41.9162,33.6117
2023,GMC,SIERRA 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,16,20,17,20.8101,31.0489,24.4363
2023,GMC,SIERRA 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,16,20,17,21.062,31.5296,24.7613
2023,GMC,SIERRA 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,15,19,17,19.4,29.4,22.906
2023,GMC,SIERRA 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,15,19,17,19.1,28.7,22.4844
2023,GMC,SIERRA 4WD,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,15,19,17,18.9,29.1,22.4394
2023,GMC,SIERRA 4WD AT4X,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,14,17,15,17.3,24.7,19.9958
2023,GMC,SIERRA 4WD MUD TERRAIN TIRES,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,17,18,17,21.2,28.8,24.0567
2023,GMC,SIERRA 4WD MUD TERRAIN TIRES,"Diesel, ultra low sulfur (15 ppm, maximum)",MPG,miles per gallon,21,23,22,26.8,36,30.2825
2023,GMC,SIERRA 4WD MUD TERRAIN TIRES,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,15,18,16,19.2947,27.0873,22.164
2023,GMC,SIERRA 4WD MUD TERRAIN TIRES,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,15,19,16,19.3,29.3,22.802
2023,GMC,SIERRA 4WD MUD TERRAIN TIRES,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,15,19,17,19.1,28.7,22.4844
2023,GMC,SIERRA 4WD MUD TERRAIN TIRES,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,14,17,15,17.3,24.7,19.9958
2023,Honda,RIDGELINE AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,18,24,21,23.6,33.3,27.1602
2023,Jeep,Gladiator 4X4,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,17,22,19,21.5,30.6,24.8217
2023,Jeep,Gladiator 4X4,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,16,23,19,20.4,31.5,24.2445
2023,Jeep,Gladiator EcoDiesel 4X4,"Diesel, ultra low sulfur (15 ppm, maximum)",MPG,miles per gallon,22,28,24,27.6,39.4,31.8991
2023,Jeep,Gladiator Rubic EcoDiesel 4X4,"Diesel, ultra low sulfur (15 ppm, maximum)",MPG,miles per gallon,21,27,24,27.6,39.4,31.8991
2023,NISSAN,FRONTIER 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,17,22,19,22.2495,31.7644,25.7159
2023,NISSAN,FRONTIER 4WD PRO-4X,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,17,22,19,21.1,30.5,24.4975
2023,NISSAN,TITAN 4WD,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,15,21,18,19.1742,29.4531,22.7464
2023,NISSAN,TITAN 4WD PRO-4X,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,15,20,17,18.9,28.3,22.2214
2023,RAM,1500 4X4,"Diesel, ultra low sulfur (15 ppm, maximum)",MPG,miles per gallon,21,29,24,27,42,32.1702
2023,RAM,1500 4X4,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,19,24,21,24.3793,34.02,27.9426
2023,RAM,1500 4X4,Gasoline (Mid Grade Unleaded Recommended),MPG,miles per gallon,17,22,19,21.8551,31.1821,25.2544
2023,RAM,1500 Classic 4X4,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,16,23,19,20.1,32.4853,24.2627
2023,RAM,1500 Classic 4X4,Gasoline (Mid Grade Unleaded Recommended),MPG,miles per gallon,15,20,17,18.2,28.1,21.6291
2023,RAM,1500 TRX 4x4,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,10,14,12,12.7,19.3,15.0098
2023,TOYOTA,TUNDRA 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,17,22,19,21.7725,31.1448,25.1827
2023,TOYOTA,TUNDRA 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,17,23,19,21.6,31.5,25.1581
2023,TOYOTA,TUNDRA 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,19,22,20,23.7491,31.1,26.5758
2023,TOYOTA,TUNDRA 4WD PRO,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,18,20,19,22.9,28.1,24.9802
2023,Cadillac,XT5 HEARSE FWD,Gasoline (Premium Unleaded Required),MPG,miles per gallon,20,23,21,24.7,34.2,28.2286
2023,Cadillac,XT5 LIMO FWD,Gasoline (Premium Unleaded Required),MPG,miles per gallon,20,23,21,24.7,34.2,28.2286
2023,Ford,Transit Connect Van FWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,24,26,25,30.8066,43.3041,35.4046
2023,Ford,Transit Connect Wagon LWB FWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,24,28,26,30.3,43,34.9443
2023,Mercedes-Benz,GLA 250,Gasoline (Premium Unleaded Required),MPG,miles per gallon,24,34,28,30.8,49.1,37.0067
2023,Mercedes-Benz,GLB 250,Gasoline (Premium Unleaded Required),MPG,miles per gallon,24,32,27,30.3,46.3,35.8795
2023,Mercedes-Benz,Metris (Cargo Van),Gasoline (Premium Unleaded Required),MPG,miles per gallon,19,23,20,24.5,35,28.3237
2023,Mercedes-Benz,"Metris (Cargo Van, LWB)",Gasoline (Premium Unleaded Required),MPG,miles per gallon,19,23,20,24.5,35,28.3237
2023,Mercedes-Benz,Metris (Passenger Van),Gasoline (Premium Unleaded Required),MPG,miles per gallon,18,22,19,23.3,33.7,27.0575
2023,Mercedes-Benz,Metris (US Postal Long),Gasoline (Premium Unleaded Required),MPG,miles per gallon,19,25,21,24.1,34.5,27.8823
2023,Mercedes-Benz,Metris (US Postal),Gasoline (Premium Unleaded Required),MPG,miles per gallon,19,25,21,24.1,34.5,27.8823
2023,Cadillac,XT5 HEARSE AWD,Gasoline (Premium Unleaded Required),MPG,miles per gallon,20,23,21,24.7,34.2,28.2286
2023,Cadillac,XT5 LIMO AWD,Gasoline (Premium Unleaded Required),MPG,miles per gallon,20,23,21,24.7,34.2,28.2286
2023,Chevrolet,SILVERADO 2WD CAB CHASSIS,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,15,18,16,19.3789,27.0577,22.216
2023,Chevrolet,SILVERADO 4WD CAB CHASSIS,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,15,17,16,19.1,26.2766,21.7764
2023,GMC,SIERRA 2WD CAB CHASSIS,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,15,18,16,19.3789,27.0577,22.216
2023,GMC,SIERRA 4WD CAB CHASSIS,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,15,17,16,19.1,26.2766,21.7764
2023,Chrysler,Pacifica,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,19,28,22,23.8933,40,29.1809
2023,Chrysler,Voyager,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,19,28,22,23.8933,40,29.1809
2023,Honda,ODYSSEY FWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,19,28,22,24.4983,39.4719,29.5412
2023,KIA,Carnival,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,19,26,22,24.4628,36.9558,28.8518
2023,TOYOTA,SIENNA,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,36,36,36,48.6406,49.6305,49.0811
2023,Chrysler,Pacifica AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,17,25,20,20.7,35.4,25.457
2023,TOYOTA,SIENNA AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,35,36,35,47,48.5008,47.6637
2023,Acura,MDX FWD,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,19,26,22,25,37.2,29.3283
2023,Acura,RDX FWD,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,22,28,24,28.4,40.2,32.7223
2023,Acura,RDX FWD A-SPEC,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,22,27,24,27.4,39.8,31.8679
2023,ALFA ROMEO,Stelvio,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,22,29,25,29.2431,41.671,33.7761
2023,BMW,X3 sDrive30i,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,23,29,25,28.8492,40.7234,33.2063
2023,Buick,ENCORE GX FWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,29,31,30,38.8,47.5,42.2852
2023,Buick,ENCORE GX FWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,29,32,30,37.5,47,41.2522
2023,Buick,ENVISION FWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,23,31,26,30.1267,44.0865,35.1328
2023,Cadillac,XT4 FWD,Gasoline (Premium Unleaded Required),MPG,miles per gallon,23,30,26,30.1267,44.0865,35.1328
2023,Cadillac,XT5 FWD,Gasoline (Premium Unleaded Required),MPG,miles per gallon,22,29,24,29,41.8,33.6349
2023,Cadillac,XT5 FWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,19,26,21,23.3012,36.2978,27.7767
2023,Cadillac,XT6 FWD,Gasoline (Premium Unleaded Required),MPG,miles per gallon,21,27,23,27,38.9,31.3102
2023,Cadillac,XT6 FWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,19,26,21,23.3012,36.2978,27.7767
2023,Chevrolet,BLAZER FWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,22,29,25,29.1772,41.8745,33.7875
2023,Chevrolet,BLAZER FWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,19,27,22,24.0915,38,28.8419
2023,Chevrolet,EQUINOX FWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,26,31,28,34.4,47.6,39.3048
2023,Chevrolet,TRAILBLAZER FWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,29,31,30,38.8,47.5,42.2852
2023,Chevrolet,TRAILBLAZER FWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,29,33,31,38.392,49.5138,42.709
2023,Ford,ESCAPE FWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,27,34,30,34.5429,50.1137,40.1577
2023,Ford,ESCAPE FWD HEV,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,42,36,39,59.2,52.6,56.036
2023,GMC,TERRAIN FWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,24,29,26,31.4,42.3,35.5187
2023,Honda,CR-V FWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,28,34,30,36.6388,48.9932,41.3285
2023,Honda,CR-V FWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,43,36,40,61,54.7478,58.0184
2023,Honda,PILOT FWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,19,27,22,24.8,38.5,29.5284
2023,HYUNDAI MOTOR COMPANY,Kona FWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,29,35,32,38.8,50.4,43.2829
2023,HYUNDAI MOTOR COMPANY,Kona FWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,30,35,32,38.9357,51.6024,43.7706
2023,HYUNDAI MOTOR COMPANY,Kona N,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,20,27,23,24.1154,35.8531,28.282
2023,HYUNDAI MOTOR COMPANY,Palisade FWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,19,27,22,24.077,37.6,28.7262
2023,HYUNDAI MOTOR COMPANY,Santa Cruz FWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,22,26,23,27.6,41.7,32.5532
2023,HYUNDAI MOTOR COMPANY,Santa Fe FWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,22,28,25,28.5,39.7,32.6443
2023,HYUNDAI MOTOR COMPANY,Santa Fe FWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,25,28,26,31.7,44.6,36.4434
2023,HYUNDAI MOTOR COMPANY,Tucson FWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,25,32,28,32.2017,45.8896,37.1941
2023,INFINITI,QX50,Gasoline (Premium Unleaded Required),MPG,miles per gallon,23,29,26,31.3,44,35.9723
2023,KIA,Seltos FWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,29,35,31,38.7,50.3,43.1812
2023,KIA,Sorento FWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,22,29,25,28.6654,40.7383,33.0764
2023,KIA,Sorento FWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,24,29,26,31.0983,44.9,36.0905
2023,KIA,Sorento Hybrid FWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,39,35,37,54,49.8,52.0255
2023,KIA,Sportage FWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,25,32,28,32.1057,45.6871,37.0638
2023,KIA,Telluride FWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,20,26,23,25.4,37.4,29.6862
2023,LEXUS,NX 250,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,26,33,28,33.1,47.3,38.2701
2023,LEXUS,RX 350,Gasoline (Premium Unleaded Required),MPG,miles per gallon,22,29,25,28.214,41.915,33.0799
2023,Lincoln,CORSAIR FWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,22,30,25,27.9,42.7,33.0558
2023,Lincoln,NAUTILUS FWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,21,26,23,26.2,40.9,31.2551
2023,Lincoln,NAUTILUS FWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,21,26,23,26,40.4,30.967
2023,MITSUBISHI MOTORS,Outlander 2WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,24,31,27,31.609,45.0734,36.5179
2023,Mitsubishi Motors Corporation,ECLIPSE CROSS 2WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,25,28,26,33.0773,42.2961,36.6744
2023,Mitsubishi Motors Corporation,ECLIPSE CROSS ES 2WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,26,29,27,34.0801,44.4236,38.0688
2023,Mitsubishi Motors Corporation,Outlander Sport 2WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,24,30,27,31.1652,42.949,35.555
2023,NISSAN,PATHFINDER 2WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,20,27,23,25.7366,38.7038,30.3057
2023,NISSAN,ROGUE FWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,30,37,33,41.4602,57,47.2579
2023,NISSAN,ROGUE FWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,30,37,33,39.8538,56.1807,45.8499
2023,NISSAN,ROGUE FWD SL/PLATINUM,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,29,36,32,40.6,56,46.3338
2023,NISSAN,ROGUE FWD SL/PLATINUM,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,29,36,32,38.9,54.7,44.7117
2023,TOYOTA,COROLLA CROSS,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,31,33,32,41.2,53.8,46.0536
2023,TOYOTA,HIGHLANDER,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,22,29,25,28.1,41.5,32.8771
2023,TOYOTA,HIGHLANDER,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,21,28,24,26.6,40.4,31.4314
2023,TOYOTA,HIGHLANDER HYBRID,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,36,35,36,49.3,48.2,48.7988
2023,TOYOTA,RAV4,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,27,34,30,35.8884,50.1728,41.1619
2023,TOYOTA,RAV4,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,27,35,30,34.9,50.7,40.5926
2023,Volkswagen,Atlas,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,21,25,23,27.3,38,31.2611
2023,Volkswagen,Atlas,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,18,24,20,23.1,33.8,26.9374
2023,Volkswagen,Atlas Cross Sport,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,21,25,23,27.3,36.9,30.9199
2023,Volkswagen,Atlas Cross Sport,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,18,24,20,23,33.4,26.7479
2023,Volkswagen,Taos,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,28,36,31,36.8,52.4,42.4927
2023,Volkswagen,Tiguan,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,23,30,26,29.8,43,34.5764
2023,Volkswagen,Tiguan S,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,24,31,27,31.1,44.9,36.0918
2023,"Volvo Cars of North America, LLC",XC40 B4,Gasoline (Premium Unleaded Required),MPG,miles per gallon,24,32,27,30.4,45.6,35.7647
2023,"Volvo Cars of North America, LLC",XC60 B5,Gasoline (Premium Unleaded Required),MPG,miles per gallon,23,30,26,29.8,42.3,34.3706
2023,Acura,MDX AWD,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,19,25,21,23.4,36,27.7745
2023,Acura,RDX AWD,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,21,27,23,27.2,39,31.4871
2023,Acura,RDX AWD A-SPEC,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,21,26,23,26.4413,38.3945,30.7492
2023,ALFA ROMEO,Stelvio AWD,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,22,28,24,27.8499,40.5499,32.4189
2023,ALFA ROMEO,Stelvio AWD,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,17,23,19,21.1,31.8,24.8649
2023,Audi,Q3 S-Line,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,21,28,24,26.6,39.8,31.2664
2023,Audi,Q5 quattro,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,23,29,25,29.697,40.7,33.8102
2023,Audi,Q5 S-Line quattro,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,22,29,25,28.414,39.0555,32.3848
2023,Audi,Q5 Sportback S-line quattro,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,22,29,25,28.414,39.0555,32.3848
2023,Audi,SQ5,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,19,24,21,23.6,34.1,27.3961
2023,Audi,SQ5 Sportback,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,19,24,21,23.6,34.1,27.3961
2023,BMW,X1 xDrive28i,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,25,34,28,31.7179,48.7574,37.6368
2023,BMW,X3 M,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,15,20,17,18.4775,27.8811,21.7837
2023,BMW,X3 M Competition,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,15,20,17,18.4775,27.8811,21.7837
2023,BMW,X3 M40i,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,21,26,23,27.3462,36.8272,30.9294
2023,BMW,X3 xDrive30i,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,21,28,24,27.0807,39.5881,31.5689
2023,BMW,X4 M,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,15,20,17,18.4775,27.8811,21.7837
2023,BMW,X4 M Competition,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,15,20,17,18.4775,27.8811,21.7837
2023,BMW,X4 M40i,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,21,26,23,27.3462,36.8272,30.9294
2023,BMW,X4 xDrive30i,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,21,28,24,27.0807,39.5881,31.5689
2023,Buick,ENCORE GX AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,26,29,27,34.1,44.6,38.1407
2023,Buick,ENVISION AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,22,29,25,28.7203,42.2001,33.5416
2023,Cadillac,XT4 AWD,Gasoline (Premium Unleaded Required),MPG,miles per gallon,22,29,24,28.7203,42.2001,33.5416
2023,Cadillac,XT5 AWD,Gasoline (Premium Unleaded Required),MPG,miles per gallon,21,27,23,27.6381,39.304,31.8987
2023,Cadillac,XT5 AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,18,25,21,22.7909,35.7267,27.2271
2023,Cadillac,XT6 AWD,Gasoline (Premium Unleaded Required),MPG,miles per gallon,21,26,23,27.6381,39.304,31.8987
2023,Cadillac,XT6 AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,18,25,21,22.5,34.9,26.7821
2023,Chevrolet,BLAZER AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,22,27,24,28.2,40,32.5166
2023,Chevrolet,BLAZER AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,19,26,21,23.5,36.2,27.9055
2023,Chevrolet,EQUINOX AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,24,30,26,30.7,42.6,35.114
2023,Chevrolet,TRAILBLAZER AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,26,30,28,34.9,45.5,38.9872
2023,Dodge,Hornet AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,21,29,24,26.6,40.9939,31.5916
2023,FIAT,500X AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,24,30,26,30.1987,44.5486,35.3182
2023,Ford,BRONCO 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,20,21,20,24.6177,33.5183,27.9586
2023,Ford,BRONCO 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,20,21,20,24.8719,32.111,27.68
2023,Ford,BRONCO 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,19,21,20,23.7447,32.5986,27.0509
2023,Ford,BRONCO BADLANDS 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,17,17,17,22.0029,26.9848,23.9965
2023,Ford,BRONCO BADLANDS 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,16,17,17,20.0298,27.4159,22.7931
2023,Ford,BRONCO BADLANDS 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,17,17,17,20.8768,26.0006,22.9084
2023,Ford,BRONCO BLACK DIAMOND 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,18,18,18,24.5,33.4,27.8381
2023,Ford,BRONCO BLACK DIAMOND 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,16,18,17,24.5,31.8,27.3225
2023,Ford,BRONCO BLACK DIAMOND 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,18,18,18,23.4738,32.1538,26.7197
2023,Ford,BRONCO SASQUATCH 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,18,17,18,23.4707,30.8137,26.2899
2023,Ford,BRONCO SASQUATCH 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,16,18,17,24.5,31.8,27.3225
2023,Ford,BRONCO SASQUATCH 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,17,17,17,20.802,25.8765,22.8154
2023,Ford,BRONCO SPORT 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,25,28,26,32.7408,43.3816,36.803
2023,Ford,BRONCO SPORT 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,21,26,23,26.8,39.2,31.2481
2023,Ford,EDGE AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,21,28,23,26,40.3,30.9405
2023,Ford,EDGE AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,20,28,23,25.8769,40.0178,30.7697
2023,Ford,EDGE AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,19,25,21,23.326,35.5306,27.5908
2023,Ford,ESCAPE AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,26,32,28,33.0997,48.2998,38.5605
2023,Ford,ESCAPE AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,23,31,26,29.4,46.5,35.23
2023,Ford,ESCAPE AWD HEV,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,42,36,39,59.0616,52.5399,55.9371
2023,GENESIS,GV70 AWD,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,22,28,24,27.9577,39.861,32.2979
2023,GENESIS,GV70 AWD,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,19,26,22,24.5,36.2,28.6698
2023,GENESIS,GV70 AWD,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,19,24,21,23.2713,34.3374,27.2187
2023,GMC,TERRAIN AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,24,28,26,30.4899,40.3619,34.2608
2023,Honda,CR-V AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,27,32,29,35,45.7,39.1219
2023,Honda,CR-V AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,40,34,37,56.1,49.5,52.9245
2023,Honda,PASSPORT AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,19,24,21,24.4,34.4,28.0722
2023,HYUNDAI MOTOR COMPANY,Kona AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,27,32,29,34.9989,45.7486,39.1372
2023,HYUNDAI MOTOR COMPANY,Kona AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,28,33,30,36.2087,47.3873,40.5089
2023,HYUNDAI MOTOR COMPANY,Palisade AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,19,25,21,23.493,34.8473,27.5295
2023,HYUNDAI MOTOR COMPANY,Santa Cruz AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,19,27,22,24.4305,38.5199,29.2439
2023,HYUNDAI MOTOR COMPANY,Santa Cruz AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,21,25,23,26.8,37.3,30.6873
2023,HYUNDAI MOTOR COMPANY,Santa Fe AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,21,28,24,27.3,39.3,31.6487
2023,HYUNDAI MOTOR COMPANY,Santa Fe AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,22,25,24,28.4,40.1,32.6924
2023,HYUNDAI MOTOR COMPANY,Santa Fe Hybrid,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,33,30,32,44,42.5,43.3121
2023,HYUNDAI MOTOR COMPANY,Santa Fe Hybrid Blue,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,36,31,34,48,45,46.6019
2023,HYUNDAI MOTOR COMPANY,Tucson AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,23,28,25,29.7399,40.5051,33.7799
2023,HYUNDAI MOTOR COMPANY,Tucson Hybrid,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,37,36,37,50.7,48,49.4483
2023,HYUNDAI MOTOR COMPANY,Tucson Hybrid Blue,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,38,38,38,49.6,50.9,50.1767
2023,INFINITI,QX50 AWD,Gasoline (Premium Unleaded Required),MPG,miles per gallon,22,28,25,29.779,41.952,34.2514
